Time sec;Extension mm;Strain 1 %;Load N;;;;;;;;;
110.92;4.34564;8.158181;4951.609;;;;;;;;;
110.998;4.33704;8.145942;4825.183;;;;;;;;;
111.076;4.32816;8.133766;4697.461;;;;;;;;;
111.154;4.3192;8.121197;4569.774;;;;;;;;;
111.23;4.31044;8.108798;4444.561;;;;;;;;;
111.306;4.30148;8.096184;4316.849;;;;;;;;;
111.38;4.29272;8.083291;4191.218;;;;;;;;;
111.456;4.28376;8.070142;4064.37;;;;;;;;;
111.53;4.27484;8.057815;3939.202;;;;;;;;;
111.604;4.26584;8.044228;3812.391;;;;;;;;;
111.678;4.25684;8.031514;3685.164;;;;;;;;;
111.752;4.24772;8.018617;3558.886;;;;;;;;;
111.828;4.23832;8.005604;3431.333;;;;;;;;;
111.904;4.22888;7.992802;3303.848;;;;;;;;;
111.98;4.21944;7.97978;3176.294;;;;;;;;;
112.054;4.21024;7.96689;3050.759;;;;;;;;;
112.13;4.20092;7.953231;2924.441;;;;;;;;;
112.208;4.19136;7.939971;2797.437;;;;;;;;;
112.286;4.182;7.926309;2671.145;;;;;;;;;
112.366;4.17252;7.913558;2544.062;;;;;;;;;
112.446;4.16316;7.900517;2417.947;;;;;;;;;
112.53;4.15356;7.887439;2290.905;;;;;;;;;
112.616;4.14384;7.874358;2163.377;;;;;;;;;
112.702;4.13428;7.861175;2036.976;;;;;;;;;
112.79;4.1248;7.847503;1910.04;;;;;;;;;
112.88;4.11532;7.834232;1784.215;;;;;;;;;
112.974;4.10572;7.821056;1658.347;;;;;;;;;
113.072;4.09604;7.807817;1531.874;;;;;;;;;
113.172;4.08656;7.794561;1407.129;;;;;;;;;
113.272;4.07756;7.782203;1289.432;;;;;;;;;
113.372;4.06908;7.770713;1179.493;;;;;;;;;
113.472;4.06096;7.759407;1076.737;;;;;;;;;
113.572;4.05344;7.749556;981.4291;;;;;;;;;
113.672;4.04648;7.73987;893.5506;;;;;;;;;
113.772;4.04004;7.730915;812.0231;;;;;;;;;
113.872;4.03416;7.723235;737.916;;;;;;;;;
113.972;4.0288;7.715768;669.9894;;;;;;;;;
114.072;4.02412;7.709455;611.0799;;;;;;;;;
114.172;4.02004;7.703622;560.5662;;;;;;;;;
114.272;4.01648;7.699046;517.2344;;;;;;;;;
114.372;4.01352;7.694876;481.499;;;;;;;;;
114.472;4.01124;7.691586;453.7069;;;;;;;;;
114.572;4.00948;7.689628;433.0825;;;;;;;;;
114.672;4.00836;7.687358;420.8709;;;;;;;;;
114.772;4.00784;7.686282;416.035;;;;;;;;;
114.872;4.0078;7.686034;417.6025;;;;;;;;;
114.972;4.0078;7.685614;420.9104;;;;;;;;;
115.072;4.00788;7.685927;424.6654;;;;;;;;;
115.172;4.00816;7.68556;427.5016;;;;;;;;;
115.272;4.00868;7.685991;430.0916;;;;;;;;;
115.372;4.0096;7.685535;434.2032;;;;;;;;;
115.472;4.01088;7.685834;439.2131;;;;;;;;;
115.572;4.0126;7.686232;447.4068;;;;;;;;;
115.672;4.01472;7.686521;462.0437;;;;;;;;;
115.772;4.01736;7.688376;493.5589;;;;;;;;;
115.872;4.02072;7.691871;548.3063;;;;;;;;;
115.972;4.02484;7.696282;618.051;;;;;;;;;
116.072;4.02976;7.702292;699.0674;;;;;;;;;
116.172;4.03536;7.708172;790.6476;;;;;;;;;
116.272;4.0418;7.714893;894.5515;;;;;;;;;
116.372;4.049;7.722311;1008.703;;;;;;;;;
116.472;4.057;7.731391;1133.956;;;;;;;;;
116.566;4.06532;7.740559;1261.699;;;;;;;;;
116.652;4.07344;7.749262;1387.938;;;;;;;;;
116.734;4.08164;7.758728;1514.369;;;;;;;;;
116.812;4.08992;7.767852;1640.53;;;;;;;;;
116.886;4.09824;7.777161;1765.548;;;;;;;;;
116.96;4.10688;7.786406;1894.022;;;;;;;;;
117.03;4.11544;7.795934;2020.352;;;;;;;;;
117.098;4.12408;7.805072;2148.881;;;;;;;;;
117.164;4.1328;7.814585;2276.974;;;;;;;;;
117.228;4.14156;7.8242;2403.895;;;;;;;;;
117.292;4.1506;7.833482;2532.934;;;;;;;;;
117.354;4.15964;7.84308;2660.563;;;;;;;;;
117.414;4.16864;7.852973;2788.437;;;;;;;;;
117.472;4.17756;7.862443;2914.586;;;;;;;;;
117.53;4.18668;7.872604;3042.558;;;;;;;;;
117.586;4.19572;7.882059;3167.735;;;;;;;;;
117.642;4.20492;7.891841;3295.727;;;;;;;;;
117.696;4.214;7.90104;3421.587;;;;;;;;;
117.75;4.2232;7.910784;3549.268;;;;;;;;;
117.804;4.2326;7.921015;3678.204;;;;;;;;;
117.856;4.24188;7.930407;3803.29;;;;;;;;;
117.908;4.25132;7.940592;3930.359;;;;;;;;;
117.958;4.26052;7.950731;4057.916;;;;;;;;;
118.008;4.26988;7.96103;4185.626;;;;;;;;;
118.058;4.2794;7.971489;4315.376;;;;;;;;;
118.108;4.28912;7.981906;4444.648;;;;;;;;;
118.156;4.2986;7.991923;4572.687;;;;;;;;;
118.204;4.30812;8.001967;4701.623;;;;;;;;;
118.252;4.3178;8.012069;4830.98;;;;;;;;;
118.3;4.3276;8.022407;4960.777;;;;;;;;;
118.348;4.33748;8.032806;5091.014;;;;;;;;;
118.394;4.34708;8.043505;5217.728;;;;;;;;;
118.44;4.35676;8.054198;5345.23;;;;;;;;;
118.486;4.36656;8.064733;5472.967;;;;;;;;;
118.532;4.37648;8.07558;5599.607;;;;;;;;;
118.578;4.38652;8.086635;5727.419;;;;;;;;;
118.624;4.3966;8.097663;5855.222;;;;;;;;;
118.67;4.4068;8.108576;5981.37;;;;;;;;;
118.718;4.41756;8.120275;6110.547;;;;;;;;;
118.768;4.42888;8.131975;6238.518;;;;;;;;;
118.822;4.4412;8.145659;6367.543;;;;;;;;;
118.884;4.45552;8.159745;6492.835;;;;;;;;;
118.984;4.47896;8.178388;6618.232;;;;;;;;;
119.084;4.503;8.181543;6630.626;;;;;;;;;
119.184;4.5278;8.180515;6605.94;;;;;;;;;
119.284;4.55312;8.18672;6604.175;;;;;;;;;
119.384;4.579;8.193248;6615.01;;;;;;;;;
119.484;4.60556;8.199677;6623.216;;;;;;;;;
119.584;4.63264;8.205113;6615.077;;;;;;;;;
119.684;4.66048;8.208539;6609.187;;;;;;;;;
119.784;4.68884;8.213785;6617.091;;;;;;;;;
119.884;4.71788;8.190157;6625.199;;;;;;;;;
119.984;4.748;8.150978;6626.262;;;;;;;;;
120.084;4.77912;8.141524;6635.107;;;;;;;;;
120.184;4.81104;8.133134;6643.591;;;;;;;;;
120.284;4.84388;8.134407;6643.002;;;;;;;;;
120.384;4.87736;8.187854;6644.817;;;;;;;;;
120.484;4.91068;8.353724;6648.412;;;;;;;;;
120.584;4.94272;8.680207;6641.265;;;;;;;;;
120.684;4.9722;9.037375;6647.579;;;;;;;;;
120.784;4.99896;9.385575;6640.894;;;;;;;;;
120.884;5.02216;9.758417;6643.807;;;;;;;;;
120.984;5.04144;10.10045;6648.437;;;;;;;;;
121.084;5.05704;10.33687;6652.195;;;;;;;;;
121.184;5.06932;10.48383;6653.64;;;;;;;;;
121.284;5.07852;10.57738;6655.854;;;;;;;;;
121.384;5.08488;10.62899;6657.285;;;;;;;;;
121.484;5.08872;10.64524;6656.381;;;;;;;;;
121.584;5.09016;10.65244;6647.384;;;;;;;;;
121.684;5.09008;10.65359;6629.734;;;;;;;;;
121.784;5.08916;10.6532;6615.654;;;;;;;;;
121.884;5.08668;10.65228;6600.993;;;;;;;;;
121.984;5.08268;10.65088;6575.81;;;;;;;;;
122.084;5.0768;10.64634;6501.473;;;;;;;;;
122.184;5.06876;10.63399;6377.946;;;;;;;;;
122.268;5.06044;10.61029;6251.637;;;;;;;;;
122.342;5.05196;10.58394;6124.979;;;;;;;;;
122.408;5.04348;10.5578;5997.684;;;;;;;;;
122.468;5.035041;10.53218;5870.368;;;;;;;;;
122.524;5.02652;10.50743;5742.948;;;;;;;;;
122.576;5.01816;10.4843;5617.676;;;;;;;;;
122.626;5.00964;10.46135;5492.248;;;;;;;;;
122.676;5.00076;10.43775;5362.902;;;;;;;;;
122.724;4.99184;10.4158;5234.241;;;;;;;;;
122.77;4.98304;10.39377;5106.166;;;;;;;;;
122.816;4.97388;10.37237;4975.648;;;;;;;;;
122.86;4.96484;10.35101;4847.032;;;;;;;;;
122.902;4.95592;10.32959;4721.406;;;;;;;;;
122.944;4.94684;10.30815;4592.2;;;;;;;;;
122.984;4.93784;10.2879;4466.614;;;;;;;;;
123.024;4.92872;10.26744;4337.249;;;;;;;;;
123.064;4.91944;10.24651;4206.198;;;;;;;;;
123.102;4.91036;10.22623;4081.119;;;;;;;;;
123.14;4.90112;10.2054;3954.254;;;;;;;;;
123.178;4.89168;10.18505;3825.229;;;;;;;;;
123.216;4.88196;10.16428;3693.846;;;;;;;;;
123.252;4.87264;10.14423;3567.516;;;;;;;;;
123.288;4.8632;10.12435;3441.022;;;;;;;;;
123.324;4.8536;10.10404;3312.464;;;;;;;;;
123.36;4.844;10.08423;3183.223;;;;;;;;;
123.396;4.83424;10.064;3053.176;;;;;;;;;
123.432;4.82436;10.04383;2922.557;;;;;;;;;
123.468;4.8144;10.02334;2791.644;;;;;;;;;
123.504;4.80428;10.00312;2659.261;;;;;;;;;
123.538;4.79464;9.984108;2532.313;;;;;;;;;
123.572;4.78488;9.965179;2403.503;;;;;;;;;
123.606;4.77504;9.946144;2274.403;;;;;;;;;
123.64;4.76512;9.926448;2144.206;;;;;;;;;
123.674;4.75512;9.906307;2013.002;;;;;;;;;
123.708;4.74496;9.886377;1880.82;;;;;;;;;
123.742;4.73472;9.86711;1748.703;;;;;;;;;
123.776;4.7244;9.847832;1616.077;;;;;;;;;
123.808;4.71468;9.828985;1490.334;;;;;;;;;
123.84;4.70488;9.810755;1364.735;;;;;;;;;
123.872;4.69504;9.7921;1238.252;;;;;;;;;
123.904;4.68516;9.773628;1112.752;;;;;;;;;
123.936;4.6752;9.755095;987.1522;;;;;;;;;
123.968;4.6652;9.736361;860.3003;;;;;;;;;
124;4.65528;9.717643;733.8075;;;;;;;;;
124.034;4.6446;9.697689;601.9057;;;;;;;;;
124.068;4.63396;9.67848;470.8837;;;;;;;;;
124.102;4.6232;9.659245;338.2943;;;;;;;;;
124.136;4.61236;9.639338;205.5693;;;;;;;;;
124.146;4.60916;9.633526;166.5909;;;;;;;;;
Specimen;2;;;;;;;;;;;
Specimen label;;;;;;;;;;;;
Width;2.330000;mm;;;;;;;;;;
Thickness;2.570000;mm;;;;;;;;;;
Length;20.000000;mm;;;;;;;;;;
Diameter;9.970000;mm;;;;;;;;;;
Inner diameter;8.000000;mm;;;;;;;;;;
Outer diameter;10.000000;mm;;;;;;;;;;
Wall thickness;1.000000;mm;;;;;;;;;;
Area;0.059881;cm^2;;;;;;;;;;
Linear density;100.000000;tex;;;;;;;;;;
Sled weight;10.000000;N;;;;;;;;;;
Loading span;10.000000;mm;;;;;;;;;;
Support span;100.000000;mm;;;;;;;;;;
Span ratio;2;;;;;;;;;;;
Fixture type;4-point;;;;;;;;;;;
Extensometer;10.000000;mm;;;;;;;;;;
Included;;;;;;;;;;;;
Final width;10.000000;mm;;;;;;;;;;
Final thickness;1.000000;mm;;;;;;;;;;
Final length;100.000000;mm;;;;;;;;;;
Final diameter;5.000000;mm;;;;;;;;;;
Final Inner diameter;8.000000;mm;;;;;;;;;;
Final outer diameter;10.000000;mm;;;;;;;;;;
Final wall thickness;1.000000;mm;;;;;;;;;;
Final area;0.100000;cm^2;;;;;;;;;;
Final linear density;100.000000;tex;;;;;;;;;;
Custom text input  1;;;;;;;;;;;;
Custom text input  2;;;;;;;;;;;;
Custom text input  3;;;;;;;;;;;;
Custom text input  4;;;;;;;;;;;;
Custom text input  5;;;;;;;;;;;;
Custom text input  6;;;;;;;;;;;;
Custom text input  7;;;;;;;;;;;;
Custom text input  8;;;;;;;;;;;;
Custom text input  9;;;;;;;;;;;;
Custom text input 10;;;;;;;;;;;;
Custom text input 11;;;;;;;;;;;;
Custom text input 12;;;;;;;;;;;;
Custom text input 13;;;;;;;;;;;;
Custom text input 14;;;;;;;;;;;;
Custom text input 15;;;;;;;;;;;;
Custom text input 16;;;;;;;;;;;;
Custom text input 17;;;;;;;;;;;;
Custom text input 18;;;;;;;;;;;;
Custom text input 19;;;;;;;;;;;;
Custom text input 20;;;;;;;;;;;;
Custom number input  1;0.000000;;;;;;;;;;;
Custom number input  2;0.000000;;;;;;;;;;;
Custom number input  3;0.000000;;;;;;;;;;;
Custom number input  4;0.000000;;;;;;;;;;;
Custom number input  5;0.000000;;;;;;;;;;;
Custom number input  6;0.000000;;;;;;;;;;;
Custom number input  7;0.000000;;;;;;;;;;;
Custom number input  8;0.000000;;;;;;;;;;;
Custom number input  9;0.000000;;;;;;;;;;;
Custom number input 10;0.000000;;;;;;;;;;;
Time sec;Extension mm;Strain 1 %;Load N;;;;;;;;;
0;4.60852;0.000189059;233.2767;;;;;;;;;
0.1;4.60852;0.0002605981;232.7277;;;;;;;;;
0.2;4.60852;0.0001132326;233.1279;;;;;;;;;
0.3;4.60852;0.0003246646;233.0849;;;;;;;;;
0.4;4.60852;5.605052e-005;232.95;;;;;;;;;
0.5;4.60852;0.0002430073;232.6883;;;;;;;;;
0.6;4.60852;0.000502532;232.7281;;;;;;;;;
0.7;4.60852;0.0001219791;233.2335;;;;;;;;;
0.8;4.6086;4.411913e-005;232.9355;;;;;;;;;
0.9;4.60868;-8.330344e-005;232.8925;;;;;;;;;
1;4.60884;5.859847e-005;232.9389;;;;;;;;;
1.1;4.60908;8.870857e-005;233.2555;;;;;;;;;
1.2;4.60936;-0.0001987703;234.1188;;;;;;;;;
1.3;4.60972;6.320442e-005;234.6412;;;;;;;;;
1.4;4.61012;0.0001192106;235.271;;;;;;;;;
1.5;4.61064;0.0002414883;236.994;;;;;;;;;
1.6;4.61128;0.0003369879;239.0191;;;;;;;;;
1.7;4.61204;0.000611923;241.1086;;;;;;;;;
1.8;4.61292;0.0008707862;245.6555;;;;;;;;;
1.9;4.614;0.00155489;256.603;;;;;;;;;
2;4.61532;0.002659015;276.9017;;;;;;;;;
2.1;4.61684;0.005098469;304.3046;;;;;;;;;
2.2;4.61872;0.006800533;335.6999;;;;;;;;;
2.3;4.621;0.009185916;372.8695;;;;;;;;;
2.4;4.6236;0.01212913;415.2936;;;;;;;;;
2.5;4.62648;0.01507717;462.4092;;;;;;;;;
2.6;4.62972;0.01920757;514.4446;;;;;;;;;
2.7;4.63332;0.0234929;572.4213;;;;;;;;;
2.8;4.63732;0.02822481;636.2477;;;;;;;;;
2.9;4.64176;0.03357127;706.2227;;;;;;;;;
3;4.6466;0.0388295;781.4324;;;;;;;;;
3.1;4.65184;0.04527568;864.45;;;;;;;;;
3.2;4.65752;0.05185932;953.1057;;;;;;;;;
3.3;4.66356;0.05937493;1048.225;;;;;;;;;
3.4;4.67;0.0667773;1148.342;;;;;;;;;
3.5;4.6768;0.07499345;1253.27;;;;;;;;;
3.6;4.68392;0.08366304;1363.046;;;;;;;;;
3.7;4.69144;0.09264001;1476.095;;;;;;;;;
3.8;4.69932;0.1017987;1595.265;;;;;;;;;
3.9;4.7076;0.110979;1721.126;;;;;;;;;
3.998;4.71604;0.120787;1848.132;;;;;;;;;
4.092;4.72452;0.1306218;1974.601;;;;;;;;;
4.184;4.73316;0.1399701;2102.324;;;;;;;;;
4.274;4.74184;0.1499108;2228.807;;;;;;;;;
4.36;4.7504;0.1595189;2354.354;;;;;;;;;
4.446;4.7592;0.1698908;2482.352;;;;;;;;;
4.528;4.76788;0.1799582;2607.857;;;;;;;;;
4.61;4.7768;0.1906241;2735.062;;;;;;;;;
4.69;4.78576;0.2010267;2860.889;;;;;;;;;
4.768;4.79464;0.2113607;2987.133;;;;;;;;;
4.846;4.80368;0.2218387;3114.407;;;;;;;;;
4.922;4.81268;0.2320374;3240.305;;;;;;;;;
4.998;4.82192;0.2420299;3367.415;;;;;;;;;
5.072;4.83112;0.2524838;3493.618;;;;;;;;;
5.144;4.84024;0.262882;3619.662;;;;;;;;;
5.216;4.84948;0.2736046;3747.059;;;;;;;;;
5.288;4.85896;0.2841738;3875.552;;;;;;;;;
5.358;4.8682;0.2954304;4000.894;;;;;;;;;
5.43;4.87776;0.3065174;4129.316;;;;;;;;;
5.5;4.8872;0.3175292;4256.868;;;;;;;;;
5.57;4.89676;0.3287816;4384.682;;;;;;;;;
5.638;4.906241;0.3392756;4509.883;;;;;;;;;
5.706;4.91584;0.3500236;4636.346;;;;;;;;;
5.772;4.92532;0.3610937;4761.552;;;;;;;;;
5.838;4.93492;0.3723706;4887.949;;;;;;;;;
5.904;4.94456;0.3836665;5014.327;;;;;;;;;
5.97;4.95436;0.3958567;5140.186;;;;;;;;;
6.036;4.9642;0.4076356;5265.655;;;;;;;;;
6.102;4.97416;0.4193248;5392.814;;;;;;;;;
6.168;4.98416;0.4313939;5520.165;;;;;;;;;
6.234;4.99432;0.4431718;5647.172;;;;;;;;;
6.3;5.00452;0.4554618;5772.778;;;;;;;;;
6.368;5.015041;0.4685363;5900.186;;;;;;;;;
6.436;5.0256;0.4815939;6026.858;;;;;;;;;
6.506;5.03656;0.4957418;6153.243;;;;;;;;;
6.58;5.04816;0.5108518;6279.895;;;;;;;;;
6.66;5.060841;0.5276672;6405.655;;;;;;;;;
6.754;5.0758;0.5473375;6532.58;;;;;;;;;
6.854;5.0918;0.5680923;6629.742;;;;;;;;;
6.954;5.1078;0.587421;6685.391;;;;;;;;;
7.054;5.12384;0.6047388;6708.623;;;;;;;;;
7.154;5.14012;0.6130708;6654.381;;;;;;;;;
7.254;5.15668;0.6192771;6644.046;;;;;;;;;
7.354;5.17344;0.6265772;6647.436;;;;;;;;;
7.454;5.1902;0.632485;6653.891;;;;;;;;;
7.554;5.2072;0.6363861;6658.017;;;;;;;;;
7.654;5.22448;0.6394784;6656.271;;;;;;;;;
7.754;5.24196;0.6402451;6642.438;;;;;;;;;
7.854;5.2598;0.6406809;6630.045;;;;;;;;;
7.954;5.27776;0.6425299;6629.687;;;;;;;;;
8.054;5.29596;0.6444911;6632.785;;;;;;;;;
8.154;5.31448;0.6474991;6637.361;;;;;;;;;
8.254;5.3332;0.6515674;6642.595;;;;;;;;;
8.354;5.35224;0.6576484;6653.373;;;;;;;;;
8.454;5.3716;0.6700167;6664.824;;;;;;;;;
8.554;5.3912;0.7069237;6664.64;;;;;;;;;
8.654;5.41056;0.7890859;6663.837;;;;;;;;;
8.754;5.42932;0.8963708;6664.578;;;;;;;;;
8.854;5.44724;1.040239;6660.079;;;;;;;;;
8.954;5.46392;1.19688;6667.039;;;;;;;;;
9.054;5.479;1.361719;6672.551;;;;;;;;;
9.154;5.492441;1.512139;6675.895;;;;;;;;;
9.254;5.50416;1.63459;6674.388;;;;;;;;;
9.354;5.51436;1.719061;6657.998;;;;;;;;;
9.454;5.52308;1.778267;6662.033;;;;;;;;;
9.554;5.53032;1.8306;6671.485;;;;;;;;;
9.654;5.536;1.881402;6672.885;;;;;;;;;
9.754;5.5402;1.920363;6674.536;;;;;;;;;
9.854;5.54304;1.94785;6675.146;;;;;;;;;
9.954;5.54452;1.964583;6670.716;;;;;;;;;
10.054;5.54488;1.973955;6659.69;;;;;;;;;
10.154;5.5448;1.978537;6646.468;;;;;;;;;
10.254;5.544481;1.981803;6635.668;;;;;;;;;
10.354;5.5436;1.983316;6627.177;;;;;;;;;
10.454;5.542081;1.98476;6617.58;;;;;;;;;
10.554;5.53996;1.985274;6606.55;;;;;;;;;
10.654;5.53712;1.985231;6589.106;;;;;;;;;
10.754;5.53348;1.98323;6553.338;;;;;;;;;
10.854;5.52884;1.978688;6483.386;;;;;;;;;
10.954;5.52316;1.972786;6394.938;;;;;;;;;
11.054;5.51652;1.965315;6293.853;;;;;;;;;
11.154;5.50896;1.956881;6180.605;;;;;;;;;
11.252;5.50064;1.946916;6054.929;;;;;;;;;
11.34;5.49232;1.936564;5929.536;;;;;;;;;
11.422;5.48396;1.926386;5804.497;;;;;;;;;
11.5;5.47536;1.916353;5676.745;;;;;;;;;
11.574;5.46668;1.90613;5548.87;;;;;;;;;
11.644;5.45816;1.895792;5423.517;;;;;;;;;
11.712;5.449521;1.885471;5297.579;;;;;;;;;
11.778;5.44076;1.875487;5169.94;;;;;;;;;
11.842;5.432001;1.864642;5042.718;;;;;;;;;
11.904;5.42312;1.853869;4915.834;;;;;;;;;
11.966;5.41396;1.842382;4786.973;;;;;;;;;
12.026;5.404881;1.830736;4658.514;;;;;;;;;
12.084;5.39588;1.820622;4532.838;;;;;;;;;
12.142;5.38668;1.80939;4404.04;;;;;;;;;
12.2;5.37744;1.798473;4275.278;;;;;;;;;
12.258;5.367961;1.787673;4146.536;;;;;;;;;
12.314;5.3586;1.776797;4018.566;;;;;;;;;
12.37;5.34916;1.765176;3889.321;;;;;;;;;
12.424;5.33984;1.754339;3762.477;;;;;;;;;
12.478;5.33032;1.742929;3634.629;;;;;;;;;
12.532;5.32072;1.731092;3505.871;;;;;;;;;
12.584;5.31136;1.719045;3380.538;;;;;;;;;
12.636;5.30184;1.707426;3252.936;;;;;;;;;
12.688;5.29228;1.695766;3124.624;;;;;;;;;
12.74;5.28252;1.684606;2996.136;;;;;;;;;
12.792;5.27272;1.673152;2866.094;;;;;;;;;
12.842;5.26324;1.661981;2739.72;;;;;;;;;
12.892;5.25372;1.650399;2612.874;;;;;;;;;
12.942;5.24424;1.638831;2486.895;;;;;;;;;
12.994;5.23428;1.62651;2358.085;;;;;;;;;
13.044;5.22468;1.615327;2232.254;;;;;;;;;
13.094;5.21508;1.603677;2106.673;;;;;;;;;
13.144;5.205401;1.591768;1980.547;;;;;;;;;
13.194;5.19564;1.580223;1854.204;;;;;;;;;
13.244;5.18588;1.568938;1728.838;;;;;;;;;
13.294;5.176041;1.557301;1602.689;;;;;;;;;
13.344;5.16624;1.545353;1475.312;;;;;;;;;
13.394;5.15644;1.533297;1348.511;;;;;;;;;
13.446;5.146241;1.520921;1218.893;;;;;;;;;
13.498;5.136;1.508725;1089.008;;;;;;;;;
13.548;5.12616;1.497357;963.3726;;;;;;;;;
13.598;5.11632;1.485293;837.3058;;;;;;;;;
13.65;5.10612;1.472995;708.165;;;;;;;;;
13.702;5.09592;1.460655;580.8915;;;;;;;;;
13.754;5.08584;1.448314;453.893;;;;;;;;;
13.806;5.0758;1.435807;327.939;;;;;;;;;
13.86;5.0654;1.422009;198.2542;;;;;;;;;
13.914;5.05512;1.409211;72.1189;;;;;;;;;
13.968;5.044841;1.396782;-53.36448;;;;;;;;;
14.024;5.03424;1.383811;-182.6826;;;;;;;;;
14.08;5.02372;1.371059;-310.2387;;;;;;;;;
14.138;5.01292;1.357682;-439.2785;;;;;;;;;
14.196;5.00224;1.344523;-565.1383;;;;;;;;;
14.256;4.99132;1.330538;-692.471;;;;;;;;;
14.318;4.98028;1.315951;-819.6944;;;;;;;;;
14.382;4.96908;1.301604;-946.0169;;;;;;;;;
14.448;4.95772;1.286753;-1072.161;;;;;;;;;
14.518;4.94592;1.271419;-1200.503;;;;;;;;;
14.59;4.934;1.255741;-1326.61;;;;;;;;;
14.666;4.92176;1.239038;-1451.737;;;;;;;;;
14.748;4.90884;1.220587;-1577.617;;;;;;;;;
14.836;4.89532;1.199133;-1703.638;;;;;;;;;
14.934;4.8808;1.166481;-1830.223;;;;;;;;;
15.034;4.8668;1.105834;-1919.497;;;;;;;;;
15.134;4.85404;1.017469;-1935.844;;;;;;;;;
15.234;4.84284;0.9350289;-1916.987;;;;;;;;;
15.334;4.83296;0.8712426;-1895.504;;;;;;;;;
15.434;4.82444;0.82145;-1877.12;;;;;;;;;
15.534;4.81736;0.7818921;-1860.973;;;;;;;;;
15.634;4.8116;0.7515384;-1848.49;;;;;;;;;
15.734;4.80704;0.7275119;-1838.061;;;;;;;;;
15.834;4.8038;0.7098864;-1829.247;;;;;;;;;
15.934;4.80188;0.6983237;-1820.059;;;;;;;;;
16.034;4.80116;0.6921682;-1811.112;;;;;;;;;
16.134;4.80112;0.6900469;-1801.189;;;;;;;;;
16.234;4.8014;0.6889327;-1793.316;;;;;;;;;
16.334;4.8022;0.6884118;-1786.637;;;;;;;;;
16.434;4.80376;0.6886372;-1779.871;;;;;;;;;
16.534;4.80612;0.6900884;-1769.943;;;;;;;;;
16.634;4.80948;0.6967202;-1746.868;;;;;;;;;
16.734;4.81396;0.7097575;-1704.538;;;;;;;;;
16.834;4.81964;0.7260996;-1649.357;;;;;;;;;
16.934;4.82656;0.7455205;-1580.28;;;;;;;;;
17.034;4.8346;0.7676709;-1498.417;;;;;;;;;
17.134;4.84376;0.7928377;-1399.55;;;;;;;;;
17.234;4.85408;0.8217628;-1285.312;;;;;;;;;
17.332;4.8652;0.8513479;-1157.811;;;;;;;;;
17.42;4.87592;0.8787699;-1032.489;;;;;;;;;
17.502;4.8866;0.9049523;-904.6502;;;;;;;;;
17.578;4.89708;0.9304686;-776.3736;;;;;;;;;
17.648;4.90724;0.9533192;-650.302;;;;;;;;;
17.714;4.91724;0.9754878;-524.1586;;;;;;;;;
17.764;4.92512;0.9923794;-425.1656;;;;;;;;;
